74.	Mason, Jordan SFO RB	49.00	3.267	0.00 	0.00 	0.70 	0.00 	0.00 	0.00 	  	0.00 	B 	0.00 	1.90 	3.50 	11.10 	12.10 	11.90 	0.00 	7.80 	@PIT	illmatic27	9
75.	Juszczyk, Kyle SFO RB	46.70	3.113	0.00 	6.60 	3.40 	5.90 	4.20 	6.80 	5.40 	  	B 	0.00 	0.90 	1.20 	9.20 	1.70 	0.00 	0.00 	1.40 	@PIT	ansuperman	9
76.	Abdullah, Ameer LVR RB	44.60	2.788	0.00 	3.30 	0.00 	0.00 	0.00 	B 	1.70 	4.80 	1.30 	6.30 	2.00 	14.50 	0.90 	3.20 	2.40 	4.20 	0.00 	@DEN	Lesorub Magadan	6
77.	Dallas, DeeJay SEA RB	44.10	3.150	0.00 	-4.00 	5.80 	0.00 	1.50 	0.60 	6.10 	0.00 	0.40 	0.00 	B 	3.00 	4.20 	  	  	7.70 	18.80 	LAR	FA	11
78.	Hill, Justice BAL RB	44.10	3.150	2.10 	2.10 	12.00 	8.70 	  	  	0.60 	3.30 	2.40 	B 	6.80 	0.30 	1.60 	0.00 	3.30 	0.90 	0.00 	HOU	FA	10
79.	Ogunbowale, Dare HOU RB	43.40	2.712	0.00 	0.00 	0.00 	0.00 	0.00 	B 	15.20 	0.50 	0.00 	2.30 	1.00 	9.50 	3.60 	1.10 	1.90 	4.30 	4.00 	@BAL	Lesorub Magadan	6
80.	Blackshear, Raheem CAR RB	42.90	3.575	  	  	  	  	0.00 	0.00 	-0.50 	0.10 	14.80 	4.20 	2.40 	-0.40 	B 	12.90 	0.00 	9.00 	0.40 	@ATL	FA	13
81.	Mack, Marlon DEN RB	42.30	5.287	  	  	0.00 	0.00 	  	  	  	  	B 	  	  	1.70 	1.40 	20.20 	16.30 	2.70 	0.00 	BYE	FA (Q)	9
82.	Johnson, Ty NYJ RB	41.80	2.612	0.00 	0.90 	0.00 	0.00 	0.00 	0.00 	1.40 	0.60 	1.70 	B 	0.40 	20.80 	7.10 	0.00 	0.00 	0.70 	8.20 	BYE	FA (Q)	10
83.	Homer, Travis SEA RB	40.60	4.060	0.20 	8.20 	0.70 	  	  	  	  	4.10 	5.20 	0.00 	B 	13.80 	  	4.90 	3.50 	0.00 	  	GBP	Lesorub Magadan	11
